<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;D;20180205;000000;142.8700000;145.2000000;142.3000000;144.5300000;33048750
GAZP;D;20180206;000000;141.7300000;142.8200000;140.4000000;141.5900000;51830950
GAZP;D;20180207;000000;142.4500000;143.3900000;141.0000000;141.0000000;32853320
GAZP;D;20180208;000000;140.4700000;140.8500000;137.1400000;137.2000000;42662580
GAZP;D;20180209;000000;135.9900000;136.7000000;132.8000000;135.5600000;53098540
GAZP;D;20180212;000000;136.8700000;138.1000000;136.0300000;137.3000000;29360450
GAZP;D;20180213;000000;138.0000000;140.1000000;137.4500000;139.8500000;36398240
GAZP;D;20180214;000000;140.0300000;140.5700000;137.0200000;138.8900000;34106600
GAZP;D;20180215;000000;139.7900000;140.9900000;137.0600000;137.0600000;29054840
GAZP;D;20180216;000000;137.8500000;139.4900000;136.7700000;137.0600000;24628330
GAZP;D;20180219;000000;137.3600000;138.7000000;137.1300000;138.3100000;14431390
GAZP;D;20180220;000000;138.7800000;144.2900000;138.7800000;141.3200000;62769320
GAZP;D;20180221;000000;140.9000000;144.0000000;140.5300000;144.0000000;24886450
GAZP;D;20180222;000000;143.4300000;145.9700000;142.6300000;145.9700000;29870140
GAZP;D;20180226;000000;148.0700000;149.9800000;146.4200000;147.0000000;37150990
GAZP;D;20180227;000000;147.2000000;147.4900000;144.8500000;146.5000000;24771080
GAZP;D;20180228;000000;145.5000000;145.7500000;142.2500000;143.1600000;36217520
GAZP;D;20180301;000000;141.0000000;142.0000000;139.3900000;140.1000000;47285230
GAZP;D;20180302;000000;139.6300000;140.5900000;137.7700000;138.5700000;26799640
GAZP;D;20180305;000000;138.8000000;141.8300000;138.5700000;141.6000000;23220830
GAZP;D;20180306;000000;142.2500000;143.4900000;140.4700000;140.5900000;24358140
GAZP;D;20180307;000000;139.9600000;139.9800000;137.3800000;138.5600000;28189860
GAZP;D;20180309;000000;138.8000000;139.8100000;137.7900000;139.8100000;12080580
GAZP;D;20180312;000000;140.4400000;141.9600000;140.1100000;141.3500000;16899310
GAZP;D;20180313;000000;141.1000000;142.9300000;139.9500000;142.7500000;22899860
GAZP;D;20180314;000000;141.8200000;141.9800000;138.8000000;138.8000000;31765180
GAZP;D;20180315;000000;138.5800000;140.0600000;138.0000000;138.2500000;34232460
GAZP;D;20180316;000000;138.6600000;141.0000000;137.1100000;141.0000000;42459720
GAZP;D;20180319;000000;141.2000000;141.7700000;139.4300000;139.9100000;21582910
GAZP;D;20180320;000000;140.2500000;142.7000000;139.3100000;142.4500000;25931850
GAZP;D;20180321;000000;142.7000000;144.0000000;140.8400000;141.5100000;31141240
GAZP;D;20180322;000000;141.7300000;142.0800000;139.2000000;139.5000000;20677700
GAZP;D;20180323;000000;138.7800000;142.4900000;137.8200000;142.0000000;33554360
GAZP;D;20180326;000000;142.0100000;142.0800000;138.2700000;138.2700000;27556030
GAZP;D;20180327;000000;139.2300000;141.7000000;139.0100000;140.8000000;25427090
GAZP;D;20180328;000000;140.0100000;141.6700000;139.1300000;140.4700000;21273130
GAZP;D;20180329;000000;140.7100000;142.8000000;140.7100000;142.8000000;23762490
GAZP;D;20180330;000000;143.0000000;143.3100000;142.0500000;142.3300000;8337160
GAZP;D;20180402;000000;142.3900000;143.7000000;140.3200000;140.3200000;18501160
GAZP;D;20180403;000000;140.3200000;141.3000000;139.7000000;141.1300000;13758480
GAZP;D;20180404;000000;141.0200000;141.5200000;139.0200000;140.1800000;22247310
GAZP;D;20180405;000000;140.6600000;141.3500000;139.8000000;140.5000000;20436610
GAZP;D;20180406;000000;140.1300000;141.9700000;139.4500000;141.5000000;27346240
GAZP;D;20180409;000000;140.9300000;141.2200000;128.1900000;135.0100000;91006200
GAZP;D;20180410;000000;134.9500000;141.9700000;133.5000000;140.6200000;58453070
GAZP;D;20180411;000000;141.0000000;146.2900000;140.7100000;145.2700000;62134680
GAZP;D;20180412;000000;145.7100000;146.8900000;142.1300000;145.9900000;40706810
GAZP;D;20180413;000000;146.0000000;146.7500000;142.0900000;142.5800000;26381420
GAZP;D;20180416;000000;141.0300000;142.8300000;139.8700000;141.5000000;26630690
GAZP;D;20180417;000000;142.4500000;143.1800000;140.6600000;142.4000000;26680260
GAZP;D;20180418;000000;142.6700000;145.3100000;142.0400000;144.7500000;28080120
GAZP;D;20180419;000000;145.2000000;145.7500000;142.5700000;143.4000000;20518720
GAZP;D;20180420;000000;143.3000000;145.5000000;142.9000000;144.4000000;21147520
GAZP;D;20180423;000000;144.3000000;144.4800000;142.0000000;143.9900000;32633930
GAZP;D;20180424;000000;144.0000000;146.5200000;143.5200000;144.1400000;29007820
GAZP;D;20180425;000000;143.5000000;143.8900000;141.4100000;142.7000000;23792050
GAZP;D;20180426;000000;143.0100000;145.7500000;142.6000000;145.4800000;22254120
GAZP;D;20180427;000000;145.8100000;146.0000000;143.7700000;144.5000000;19498970
GAZP;D;20180428;000000;144.5000000;144.5000000;143.8300000;144.3000000;2256470
GAZP;D;20180430;000000;144.3200000;147.2900000;143.7000000;145.9300000;15278690
GAZP;D;20180502;000000;145.3300000;145.7700000;143.9600000;144.9400000;16008500
GAZP;D;20180503;000000;144.6500000;146.1500000;142.7000000;142.7000000;23992750
GAZP;D;20180504;000000;143.4000000;144.2000000;143.0900000;143.7300000;11726530
GAZP;D;20180507;000000;144.5700000;145.1000000;143.4500000;144.0500000;9382400
GAZP;D;20180508;000000;143.7800000;145.4800000;143.1600000;145.4800000;18282910
GAZP;D;20180510;000000;145.9800000;147.1500000;145.5700000;146.3800000;24103610
GAZP;D;20180511;000000;146.4800000;151.1000000;146.4700000;150.7000000;44778970
GAZP;D;20180514;000000;151.2700000;151.2700000;148.0300000;150.9800000;27828900
GAZP;D;20180515;000000;150.4800000;150.7000000;148.0000000;149.2000000;29085690
GAZP;D;20180516;000000;148.6000000;150.7000000;148.1100000;148.5900000;43775810
GAZP;D;20180517;000000;149.1500000;149.3600000;147.1500000;147.1500000;19160740
GAZP;D;20180518;000000;147.2000000;147.8800000;145.1900000;145.6500000;21435990
GAZP;D;20180521;000000;146.0000000;148.2000000;145.9000000;146.7600000;16198700
GAZP;D;20180522;000000;146.9700000;147.6000000;146.4200000;146.5000000;13141580
GAZP;D;20180523;000000;146.1800000;146.9400000;144.8800000;146.0600000;19430340
GAZP;D;20180524;000000;146.3000000;147.1500000;144.9300000;145.2700000;20556400
GAZP;D;20180525;000000;145.6300000;146.3000000;144.3600000;145.0900000;18117740
GAZP;D;20180528;000000;145.4100000;145.7500000;144.7500000;145.0900000;6573030
GAZP;D;20180529;000000;145.5800000;145.6100000;142.8800000;143.9000000;17528460
GAZP;D;20180530;000000;144.0000000;144.8200000;142.5200000;143.2600000;21823420
GAZP;D;20180531;000000;143.3000000;145.2100000;143.3000000;145.0000000;33892130
GAZP;D;20180601;000000;144.5800000;145.5000000;143.5500000;144.0000000;17487300
GAZP;D;20180604;000000;144.5300000;146.9000000;144.5100000;146.4400000;12800360
GAZP;D;20180605;000000;146.5300000;146.5400000;145.2200000;146.0000000;12693440
GAZP;D;20180606;000000;146.3500000;146.9000000;145.5300000;146.9000000;17153970
GAZP;D;20180607;000000;147.1000000;147.5000000;146.0000000;146.0500000;12295670
GAZP;D;20180608;000000;145.9600000;146.7500000;143.0500000;143.0500000;24404680
GAZP;D;20180609;000000;143.3100000;144.1500000;143.3000000;144.0800000;1573550
GAZP;D;20180611;000000;144.0300000;144.1800000;141.5600000;142.2800000;12697170
GAZP;D;20180613;000000;142.5800000;142.7800000;140.6300000;141.0000000;23488110
GAZP;D;20180614;000000;140.8800000;141.4400000;139.1400000;139.4000000;24957760
GAZP;D;20180615;000000;139.7000000;140.8700000;137.6400000;137.7300000;42377140
GAZP;D;20180618;000000;138.0800000;138.3000000;136.0000000;136.5200000;23017780
GAZP;D;20180619;000000;136.0100000;136.2800000;132.8600000;135.5000000;36367180
GAZP;D;20180620;000000;136.5000000;138.5000000;136.0000000;136.9100000;27041950
GAZP;D;20180621;000000;136.6000000;137.9000000;134.0400000;134.4000000;28718050
GAZP;D;20180622;000000;135.0000000;137.5500000;135.0000000;136.7600000;23927070
GAZP;D;20180625;000000;136.5800000;138.4400000;136.5500000;137.1000000;17165720
GAZP;D;20180626;000000;137.4400000;138.8800000;137.3600000;138.0700000;13703080
GAZP;D;20180627;000000;138.0100000;139.8500000;137.0700000;139.0000000;18905710
GAZP;D;20180628;000000;138.9800000;140.3300000;138.3500000;138.7600000;22645070
GAZP;D;20180629;000000;139.3200000;141.0100000;139.1700000;141.0100000;25801410
GAZP;D;20180702;000000;140.8300000;144.2000000;140.0700000;144.0000000;25199530
GAZP;D;20180703;000000;144.1000000;144.2000000;141.9500000;142.4900000;15018610
GAZP;D;20180704;000000;142.4000000;143.1300000;141.8700000;142.2400000;6350590
GAZP;D;20180705;000000;142.1700000;145.5500000;141.6400000;145.5500000;19505580
GAZP;D;20180706;000000;145.7000000;145.7000000;143.5700000;144.9600000;17150670
GAZP;D;20180709;000000;145.7500000;148.1000000;145.5300000;148.0000000;17769380
GAZP;D;20180710;000000;148.1300000;148.3700000;146.4200000;147.3000000;18078220
GAZP;D;20180711;000000;146.7600000;146.7600000;143.8500000;144.7700000;23479310
GAZP;D;20180712;000000;144.7100000;145.7000000;143.5000000;145.0800000;19613720
GAZP;D;20180713;000000;145.3200000;146.8700000;144.8700000;146.8700000;13522800
GAZP;D;20180716;000000;146.7900000;148.9800000;146.1300000;147.0000000;25861000
GAZP;D;20180717;000000;146.5900000;146.7300000;144.1500000;145.3100000;25684080
GAZP;D;20180718;000000;138.8600000;138.9900000;137.4500000;138.2900000;28361940
GAZP;D;20180719;000000;138.3900000;138.6600000;136.8500000;137.5800000;18326290
GAZP;D;20180720;000000;137.5300000;138.0000000;136.4200000;136.4700000;18700220
GAZP;D;20180723;000000;136.5800000;139.2200000;136.5800000;138.3700000;17901510
GAZP;D;20180724;000000;138.5700000;139.7000000;137.9200000;138.8500000;13396020
GAZP;D;20180725;000000;138.0800000;138.8800000;137.6400000;138.2100000;13601850
GAZP;D;20180726;000000;138.8400000;139.1700000;137.7400000;138.1800000;10795300
GAZP;D;20180727;000000;138.4000000;138.7000000;137.1300000;137.9900000;9466230
GAZP;D;20180730;000000;137.5800000;138.9000000;137.1200000;138.9000000;13182880
GAZP;D;20180731;000000;138.7100000;143.7900000;138.4600000;143.7900000;31491250
GAZP;D;20180801;000000;143.0000000;143.3100000;141.4800000;142.1400000;18193480
GAZP;D;20180802;000000;141.7500000;142.8900000;139.7600000;140.3600000;12663990
GAZP;D;20180803;000000;140.2000000;142.3900000;139.5000000;142.3900000;21843850
GAZP;D;20180806;000000;142.4300000;142.5800000;140.3200000;141.3400000;15233700
GAZP;D;20180807;000000;141.3500000;143.0400000;140.9500000;142.7400000;14033950
GAZP;D;20180808;000000;142.7100000;144.1900000;142.2000000;144.1000000;26994160
GAZP;D;20180809;000000;143.4000000;145.4600000;143.2600000;145.2000000;29174620
GAZP;D;20180810;000000;144.6800000;146.2000000;144.0100000;144.8000000;27191130
GAZP;D;20180813;000000;143.9000000;145.1500000;142.5400000;142.9000000;22775280
GAZP;D;20180814;000000;143.4900000;143.4900000;139.8500000;141.2400000;22362070
GAZP;D;20180815;000000;141.0200000;141.6800000;139.5000000;141.5000000;20921490
GAZP;D;20180816;000000;141.4600000;142.0900000;139.9500000;140.8800000;14303090
GAZP;D;20180817;000000;140.8700000;141.7600000;140.0300000;141.0100000;15071490
GAZP;D;20180820;000000;141.9700000;142.2200000;140.6100000;141.5100000;8200340
GAZP;D;20180821;000000;141.5700000;143.4900000;140.1200000;143.3000000;13668300
GAZP;D;20180822;000000;143.5000000;144.4100000;142.3000000;144.1600000;16220450
GAZP;D;20180823;000000;143.8100000;145.0000000;141.5000000;141.5000000;21388560
GAZP;D;20180824;000000;141.7000000;143.9800000;141.5000000;143.6000000;18991800
GAZP;D;20180827;000000;143.5100000;144.5200000;143.2500000;144.5200000;12761820
GAZP;D;20180828;000000;144.5700000;146.7300000;144.5700000;145.6000000;19605540
GAZP;D;20180829;000000;145.7500000;147.8800000;145.4000000;147.8800000;19138360
GAZP;D;20180830;000000;147.8700000;148.3400000;145.6600000;145.9800000;17196900
GAZP;D;20180831;000000;145.7000000;150.2000000;144.7800000;149.9500000;32950200
GAZP;D;20180903;000000;149.9500000;151.0000000;148.5200000;148.7300000;14940540
GAZP;D;20180904;000000;148.8600000;149.4100000;146.3900000;147.4000000;17075740
GAZP;D;20180905;000000;147.2000000;148.5000000;146.8500000;147.0600000;15791180
GAZP;D;20180906;000000;147.1600000;149.5000000;146.8900000;147.0600000;22009830
GAZP;D;20180907;000000;146.9600000;148.9900000;146.5400000;148.8000000;16239400
GAZP;D;20180910;000000;149.0000000;150.7500000;148.1500000;150.7500000;18670210
GAZP;D;20180911;000000;150.7500000;152.9500000;150.1700000;152.3600000;44746030
GAZP;D;20180912;000000;152.8600000;156.0000000;152.5400000;155.0500000;34157300
GAZP;D;20180913;000000;154.6000000;155.7900000;153.0000000;153.5000000;21455930
GAZP;D;20180914;000000;153.3300000;154.0000000;151.7700000;152.1500000;14166220
GAZP;D;20180917;000000;151.9900000;155.7400000;151.4100000;155.4600000;33784110
GAZP;D;20180918;000000;155.5000000;157.8700000;154.7400000;157.0800000;27139580
GAZP;D;20180919;000000;157.5200000;159.7900000;156.6500000;157.3900000;43320720
GAZP;D;20180920;000000;157.1000000;158.8900000;154.3500000;154.3500000;52178250
GAZP;D;20180921;000000;154.6400000;158.9500000;154.5200000;158.6400000;48177010
GAZP;D;20180924;000000;158.4800000;159.5000000;157.6000000;159.0000000;21553930
GAZP;D;20180925;000000;159.4800000;160.9400000;157.8000000;160.8400000;21965630
GAZP;D;20180926;000000;161.2600000;162.0000000;158.6400000;159.2700000;25557150
GAZP;D;20180927;000000;159.3400000;162.4500000;158.5700000;161.8000000;41245320
GAZP;D;20180928;000000;162.0000000;163.1900000;160.5000000;162.6100000;18914160
GAZP;D;20181001;000000;163.4300000;163.9300000;161.2000000;161.8900000;15691970
GAZP;D;20181002;000000;162.0200000;163.4700000;160.9700000;162.5900000;22794340
GAZP;D;20181003;000000;163.0000000;170.1500000;162.7700000;169.4700000;65141860
GAZP;D;20181004;000000;169.6000000;171.9500000;167.1500000;168.5000000;54167140
GAZP;D;20181005;000000;167.8000000;171.1400000;166.5200000;170.5000000;30143510
GAZP;D;20181008;000000;171.9900000;173.9500000;170.5500000;171.8100000;24276060
GAZP;D;20181009;000000;172.5900000;176.9500000;172.1100000;172.1100000;45938350
GAZP;D;20181010;000000;172.1100000;172.9500000;165.9000000;166.2000000;40726270
GAZP;D;20181011;000000;162.4000000;163.8000000;160.6000000;161.9200000;43667630
GAZP;D;20181012;000000;163.2000000;167.5900000;163.1000000;167.0000000;32072180
GAZP;D;20181015;000000;167.5800000;168.6000000;163.1800000;164.0000000;20154950
GAZP;D;20181016;000000;163.9100000;166.0000000;161.6100000;165.9900000;19259040
GAZP;D;20181017;000000;167.1400000;167.3800000;163.3000000;164.5600000;19388010
GAZP;D;20181018;000000;163.8000000;164.5500000;159.7000000;160.1800000;27086820
GAZP;D;20181019;000000;160.7000000;161.3200000;158.1900000;161.3200000;31865890
GAZP;D;20181022;000000;161.5000000;162.5000000;155.4200000;155.7000000;26071090
GAZP;D;20181023;000000;154.4800000;155.2000000;151.7600000;153.6100000;31852020
GAZP;D;20181024;000000;154.8900000;156.5800000;152.3100000;154.7000000;38379370
GAZP;D;20181025;000000;152.7000000;156.8700000;152.5000000;155.6500000;35181510
GAZP;D;20181026;000000;155.1900000;155.2400000;151.2100000;152.5000000;24333150
GAZP;D;20181029;000000;152.0000000;153.7600000;151.5600000;152.5200000;15747080
GAZP;D;20181030;000000;151.9800000;153.7400000;149.9000000;151.3000000;18630320
GAZP;D;20181031;000000;152.0000000;155.4700000;152.0000000;155.4700000;24344060
GAZP;D;20181101;000000;155.0900000;155.1000000;153.1700000;153.5000000;17054340
GAZP;D;20181102;000000;154.1100000;154.9900000;153.3200000;153.7100000;15921720
GAZP;D;20181106;000000;154.6600000;156.6500000;154.3800000;156.0000000;17900550
GAZP;D;20181107;000000;156.0900000;157.8900000;154.7000000;157.8500000;34064230
GAZP;D;20181108;000000;158.0000000;159.0000000;156.7100000;157.5100000;19897210
GAZP;D;20181109;000000;156.5800000;156.8600000;151.8000000;153.1900000;34550880
GAZP;D;20181112;000000;153.3600000;153.9000000;150.8000000;150.8900000;18167710
GAZP;D;20181113;000000;150.4700000;151.5000000;148.8000000;148.8300000;28381590
GAZP;D;20181114;000000;148.3400000;152.1800000;147.5500000;151.8500000;29905210
GAZP;D;20181115;000000;152.7700000;155.2100000;152.6000000;154.1400000;29357240
GAZP;D;20181116;000000;154.3100000;154.7600000;151.5400000;153.1600000;22612860
GAZP;D;20181119;000000;153.5000000;155.0000000;153.4200000;154.1000000;18705890
GAZP;D;20181120;000000;153.8000000;154.0000000;150.3000000;151.5100000;17143570
GAZP;D;20181121;000000;151.2300000;152.7500000;151.1300000;152.4000000;15547090
GAZP;D;20181122;000000;152.4000000;154.4000000;152.0200000;153.9100000;11601450
GAZP;D;20181123;000000;153.4400000;153.6700000;150.3000000;151.7900000;19144370
GAZP;D;20181126;000000;151.7400000;151.7900000;146.3000000;149.5300000;30510770
GAZP;D;20181127;000000;149.9200000;154.2700000;149.8000000;153.8000000;20047920
GAZP;D;20181128;000000;154.2200000;166.1000000;154.0000000;165.5800000;75501600
GAZP;D;20181129;000000;166.6000000;167.3600000;163.6000000;164.9900000;43222090
GAZP;D;20181130;000000;164.4000000;164.6500000;160.2500000;161.2900000;34040720
GAZP;D;20181203;000000;164.2000000;166.6500000;163.8100000;165.4000000;39201230
GAZP;D;20181204;000000;164.9200000;165.0000000;162.3000000;164.2000000;21819480
GAZP;D;20181205;000000;161.2900000;164.5700000;160.3100000;164.5700000;23326990
GAZP;D;20181206;000000;162.9000000;163.0000000;159.0000000;160.6200000;30346560
GAZP;D;20181207;000000;160.8300000;163.1500000;159.6700000;163.0000000;29899120
GAZP;D;20181210;000000;161.5000000;162.5000000;160.6800000;161.0000000;13580700
GAZP;D;20181211;000000;160.8000000;161.2700000;157.6900000;158.6000000;24926650
GAZP;D;20181212;000000;158.0000000;158.0900000;154.0000000;155.7900000;32682680
GAZP;D;20181213;000000;154.9500000;156.4900000;153.2500000;156.4900000;19593130
GAZP;D;20181214;000000;155.9600000;155.9800000;153.5100000;155.4000000;13691610
GAZP;D;20181217;000000;155.1600000;156.4100000;152.9300000;153.5300000;18335250
GAZP;D;20181218;000000;152.4000000;152.4200000;150.0500000;151.8900000;29979840
GAZP;D;20181219;000000;151.1000000;153.7900000;150.7100000;152.9800000;19828860
GAZP;D;20181220;000000;150.2300000;152.3800000;149.7000000;152.2700000;27281980
GAZP;D;20181221;000000;151.4100000;152.2700000;150.3200000;151.1200000;24584730
GAZP;D;20181224;000000;150.6600000;151.1500000;148.9300000;149.7300000;10653140
GAZP;D;20181225;000000;148.3600000;148.4900000;145.0200000;147.0100000;13164880
GAZP;D;20181226;000000;147.4700000;149.6600000;147.3600000;148.4100000;8569530
GAZP;D;20181227;000000;151.0000000;152.4000000;150.0600000;150.6800000;16265460
GAZP;D;20181228;000000;151.6800000;153.8000000;151.1600000;153.0000000;14209990
GAZP;D;20181229;000000;153.6900000;153.7300000;152.8200000;153.5000000;2882780
GAZP;D;20190103;000000;154.1300000;157.3000000;154.1100000;156.2800000;14156530
GAZP;D;20190104;000000;156.7400000;159.1500000;156.7100000;159.1500000;14532100
GAZP;D;20190108;000000;158.6500000;158.9400000;156.5500000;158.2600000;16952510
GAZP;D;20190109;000000;158.8800000;160.4000000;158.4000000;160.2400000;19132150
GAZP;D;20190110;000000;159.7400000;160.2000000;157.5600000;160.2000000;19908540
GAZP;D;20190111;000000;160.2100000;161.1300000;159.8000000;161.0000000;17594360
GAZP;D;20190114;000000;159.8400000;160.7500000;159.2000000;160.4800000;12570310
GAZP;D;20190115;000000;160.9700000;161.5000000;157.3500000;158.1500000;20807500
GAZP;D;20190116;000000;158.3500000;158.7500000;155.8000000;156.9000000;20854450
GAZP;D;20190117;000000;157.2100000;157.2900000;155.6000000;157.1000000;16138910
GAZP;D;20190118;000000;158.1700000;159.2000000;157.4300000;159.2000000;18171920
GAZP;D;20190121;000000;159.0200000;160.0700000;158.0100000;158.3000000;11848340
GAZP;D;20190122;000000;157.8600000;158.5000000;156.5700000;158.5000000;18825760
GAZP;D;20190123;000000;158.2200000;159.9000000;158.0200000;159.9000000;14565330
GAZP;D;20190124;000000;159.7100000;162.7800000;158.8600000;160.9000000;35642150
GAZP;D;20190125;000000;161.6100000;162.8200000;160.1800000;162.8200000;19740330
GAZP;D;20190128;000000;162.4000000;163.5800000;159.8200000;160.5600000;23869790
GAZP;D;20190129;000000;160.1400000;162.9800000;159.0000000;162.9500000;22802210
GAZP;D;20190130;000000;162.5100000;165.8400000;162.2600000;165.4000000;25103830
GAZP;D;20190131;000000;166.0000000;166.4900000;162.5500000;162.8200000;30619120
GAZP;D;20190201;000000;162.4700000;164.3700000;161.7500000;163.3300000;23022290
GAZP;D;20190204;000000;163.3700000;165.0000000;162.8100000;163.2000000;11455620
GAZP;D;20190205;000000;163.4500000;165.4300000;162.5400000;164.2500000;13705790
GAZP;D;20190206;000000;164.4400000;164.6700000;163.0700000;163.2100000;9544680
GAZP;D;20190207;000000;162.8800000;163.4400000;159.1000000;160.3900000;23511620
GAZP;D;20190208;000000;159.1700000;161.3600000;158.1100000;159.8000000;19392120
GAZP;D;20190211;000000;160.4300000;162.3000000;160.1800000;161.2900000;19102430
GAZP;D;20190212;000000;161.5000000;163.6800000;160.7500000;163.6800000;14959180
GAZP;D;20190213;000000;163.9400000;164.2800000;159.2700000;159.2700000;21976740
GAZP;D;20190214;000000;157.3500000;158.7400000;155.1500000;155.1500000;38217060
GAZP;D;20190215;000000;155.9900000;159.0400000;155.8900000;159.0400000;24534440
GAZP;D;20190218;000000;159.2500000;159.9000000;156.1400000;156.4300000;17714880
GAZP;D;20190219;000000;156.4900000;157.1400000;153.3600000;154.0300000;20048780
GAZP;D;20190220;000000;154.6700000;155.6600000;153.6700000;154.4300000;21132090
GAZP;D;20190221;000000;154.8400000;155.4100000;153.0100000;153.5000000;15195440
GAZP;D;20190222;000000;153.5100000;155.6500000;153.4900000;154.6400000;13174630
GAZP;D;20190225;000000;155.0100000;155.3700000;153.5600000;154.6000000;14729430
GAZP;D;20190226;000000;153.9200000;155.3600000;152.8200000;155.3600000;18264040
GAZP;D;20190227;000000;155.7000000;157.1500000;154.8200000;156.4000000;19613350
GAZP;D;20190228;000000;156.3700000;159.2500000;156.0200000;158.9900000;34637820
GAZP;D;20190301;000000;158.9200000;159.5500000;156.3100000;156.7100000;21869220
GAZP;D;20190304;000000;156.7500000;156.7600000;154.4000000;154.4000000;17191730
GAZP;D;20190305;000000;154.0400000;154.6500000;153.1100000;153.2000000;20106870
GAZP;D;20190306;000000;153.3500000;154.4500000;153.0700000;154.2000000;17118260
GAZP;D;20190307;000000;154.0000000;154.1900000;151.5800000;151.9000000;19664780
GAZP;D;20190311;000000;151.9000000;152.4700000;150.5100000;151.6000000;19475200
GAZP;D;20190312;000000;152.2400000;152.9500000;150.8400000;151.6400000;15459330
GAZP;D;20190313;000000;151.2500000;153.3000000;150.6600000;153.3000000;18541850
GAZP;D;20190314;000000;153.3500000;154.4000000;152.5300000;152.6800000;19954820
GAZP;D;20190315;000000;152.9800000;154.5600000;152.1100000;154.5600000;33323370
GAZP;D;20190318;000000;154.1700000;156.4800000;153.6000000;155.8400000;22046180
GAZP;D;20190319;000000;155.8400000;156.4500000;154.6000000;155.5000000;17522800
GAZP;D;20190320;000000;155.5400000;156.1400000;154.0000000;156.0900000;20074900
GAZP;D;20190321;000000;156.3000000;156.7000000;154.5200000;155.3300000;28106530
GAZP;D;20190322;000000;155.0200000;155.0200000;151.8500000;152.2900000;23196800
GAZP;D;20190325;000000;151.2200000;152.2900000;150.7200000;152.2900000;22489970
GAZP;D;20190326;000000;151.9900000;152.9100000;150.8300000;151.1200000;21606970
GAZP;D;20190327;000000;150.9000000;151.4400000;149.0300000;149.4900000;23876030
GAZP;D;20190328;000000;149.6800000;150.7500000;148.8300000;149.9800000;16368070
GAZP;D;20190329;000000;150.1700000;151.6400000;149.1300000;149.6100000;26427080
GAZP;D;20190401;000000;150.2700000;154.8100000;149.9200000;154.5300000;37014640
GAZP;D;20190402;000000;154.8500000;155.8000000;153.3000000;155.0000000;30932830
GAZP;D;20190403;000000;155.3500000;157.5800000;155.3100000;156.9900000;33767480
GAZP;D;20190404;000000;156.8000000;158.8900000;156.4000000;158.8900000;22962870
GAZP;D;20190405;000000;158.3700000;159.5000000;157.8700000;158.6000000;22836310
GAZP;D;20190408;000000;158.8700000;160.8800000;158.8700000;160.5000000;25792120
GAZP;D;20190409;000000;160.4500000;163.3500000;159.8000000;162.7000000;40138250
GAZP;D;20190410;000000;162.4000000;164.9500000;162.1200000;162.8800000;38948440
GAZP;D;20190411;000000;162.3700000;162.9500000;158.0400000;158.0400000;44918320
GAZP;D;20190412;000000;158.5700000;160.4600000;157.9000000;159.1200000;29292480
GAZP;D;20190415;000000;160.0000000;160.6000000;157.6200000;158.3300000;18161810
GAZP;D;20190416;000000;158.9900000;163.4200000;158.2100000;162.2400000;27268370
GAZP;D;20190417;000000;163.0000000;165.4000000;162.4000000;164.0000000;28383560
GAZP;D;20190418;000000;163.6200000;163.7900000;160.8500000;161.7900000;19619030
GAZP;D;20190419;000000;161.9400000;162.5700000;161.5000000;162.5700000;3846150
GAZP;D;20190422;000000;163.2100000;164.3400000;162.7600000;163.5000000;8932150
GAZP;D;20190423;000000;163.5800000;163.8500000;160.9100000;162.4200000;15143870
GAZP;D;20190424;000000;162.9300000;163.0700000;159.1800000;160.5700000;25714110
GAZP;D;20190425;000000;160.1900000;160.9500000;158.8000000;159.3100000;21705450
GAZP;D;20190426;000000;159.0500000;161.0000000;158.5800000;161.0000000;17621560
GAZP;D;20190429;000000;161.2000000;164.7400000;160.6800000;163.9300000;31180350
GAZP;D;20190430;000000;164.0300000;165.4000000;163.0100000;163.9500000;31318480
GAZP;D;20190502;000000;163.6700000;166.8500000;163.6700000;165.7100000;20687740
GAZP;D;20190503;000000;166.2100000;166.9800000;165.8300000;166.3100000;13220120
GAZP;D;20190506;000000;164.9800000;165.4500000;163.3400000;165.4500000;15413420
GAZP;D;20190507;000000;165.0100000;166.2700000;164.2100000;164.2100000;19239460
GAZP;D;20190508;000000;164.4900000;165.4400000;163.5500000;163.5700000;17864410
GAZP;D;20190510;000000;163.6100000;164.9000000;162.6200000;163.6100000;16115500
GAZP;D;20190513;000000;163.5400000;164.3400000;163.0000000;163.0000000;16929890
GAZP;D;20190514;000000;163.0000000;190.9000000;162.6500000;189.6700000;182155530
GAZP;D;20190515;000000;193.0300000;198.4000000;192.2900000;195.6100000;135042030
GAZP;D;20190516;000000;194.6100000;203.4500000;194.2400000;202.7000000;99939840
GAZP;D;20190517;000000;201.8100000;202.3000000;197.7100000;198.8900000;49498930
GAZP;D;20190520;000000;200.2000000;201.4800000;198.3000000;200.8000000;27257450
GAZP;D;20190521;000000;201.4000000;210.9800000;199.0100000;207.8000000;90723200
GAZP;D;20190522;000000;208.9200000;210.1100000;206.3300000;208.1000000;34914980
GAZP;D;20190523;000000;207.1000000;212.1800000;205.8400000;208.8600000;54423660
GAZP;D;20190524;000000;209.4900000;210.2000000;203.7600000;204.5000000;28977610
GAZP;D;20190527;000000;204.2500000;206.6000000;200.8400000;206.2000000;28108030
